"","mean","50%","2.5%","97.5%","Rhat","n.eff","PP","PN"
"loglik[5978]",-3.83010034,-3.83021,-3.95632825,-3.70494875,1.02849426096581,78,0,1
"loglik[5979]",-3.90779334666667,-3.90886,-4.02704675,-3.78921825,1.03494933374555,64,0,1
"loglik[5981]",-4.14496835333333,-4.145505,-4.25590675,-4.0210385,1.0542037126974,42,0,1
"loglik[5982]",-4.79417274666667,-4.793205,-4.837911,-4.75210225,1.05370962748738,42,0,1
"loglik[5985]",-4.02579527333333,-4.026325,-4.13178375,-3.91191075,1.04795549585217,47,0,1
"loglik[5987]",-17.9279091333333,-17.8889,-20.30411,-15.85189,1.01498529019784,170,0,1
"loglik[5991]",-3.96776912666667,-3.968615,-4.0769765,-3.8533465,1.04390256934206,51,0,1
"loglik[5992]",-3.96796546666667,-3.968865,-4.07269725,-3.85575925,1.0513332289715,44,0,1
"loglik[5993]",-4.70018562,-4.69841,-4.72165825,-4.68912475,1.02108236013923,110,0,1
"loglik[5994]",-4.08479629333333,-4.08536,-4.1883595,-3.97280675,1.05268569896504,43,0,1
"loglik[5998]",-3.77196711333333,-3.771435,-3.90061675,-3.64493225,1.02650709479815,84,0,1
"loglik[6005]",-4.70283692,-4.70114,-4.7257615,-4.689679,1.02316771110008,94,0,1
"loglik[6006]",-8.26851131333333,-8.22024,-9.131951,-7.69312225,1.02079954914946,150,0,1
"loglik[6011]",-13.7501846666667,-13.7224,-14.8650225,-12.73353,1.03721856496805,62,0,1
"loglik[6012]",-3.96863707333333,-3.96917,-4.074629,-3.854756,1.04795432524991,47,0,1
"loglik[6014]",-4.73544509333333,-4.73453,-4.76775625,-4.7081885,1.04175461990444,52,0,1
"loglik[6017]",-5.47311208666667,-5.47043,-5.53450225,-5.427599,1.05495271253698,44,0,1
"loglik[6018]",-3.75162869333333,-3.75174,-3.8778535,-3.62647875,1.0284942071894,78,0,1
"loglik[6021]",-3.82912548,-3.828595,-3.95777675,-3.70209225,1.0265064463746,84,0,1
"loglik[6023]",-4.39946815333333,-4.399945,-4.53712775,-4.25565875,1.04527143429547,49,0,1
"loglik[6026]",-5.94262293333333,-5.93818,-6.0462615,-5.867606,1.05314141127313,46,0,1
"loglik[6032]",-4.72561716666667,-4.72466,-4.753954,-4.702059,1.04694781475575,47,0,1
"loglik[6034]",-4.34163824666667,-4.34125,-4.48408475,-4.19034925,1.04272953075243,52,0,1
"loglik[6037]",-4.02696651333333,-4.026375,-4.12890975,-3.913203,1.05461829136514,42,0,1
"loglik[6039]",-4.87292317333333,-4.87176,-4.941871,-4.80734425,1.04553964445272,49,0,1
"loglik[6044]",-4.61580507333333,-4.61372,-4.7992465,-4.42948575,1.03280692626745,68,0,1
"loglik[6046]",-4.06697172666667,-4.066385,-4.168915,-3.953213,1.05461643957347,42,0,1
"loglik[6048]",-4.06630054,-4.066765,-4.169953,-3.951423,1.05546278947241,41,0,1
"loglik[6050]",-3.96863707333333,-3.96917,-4.074629,-3.854756,1.04795432524991,47,0,1
"loglik[6051]",-4.47911086,-4.47842,-4.63579075,-4.31621,1.03908756020666,57,0,1
"loglik[6054]",-4.76578882666667,-4.76455,-4.80279,-4.7304255,1.05212741413383,43,0,1
